Sequence,Date - Time,Frequency [MHz],Channel,Modulation,Bandwidth [KHz],SF,Coding rate,ADR,RSSI [dBm],SNR [dB],Port,Payload ,Led 3 status,Athmospheric pressure,Temperature,Altitude (Pressure based),Battery status,Latitude,Longitude,Altitude
5139,2015-07-08 13:43:42,867.9,7,LoRa,125,SF12,4/5,on,-122,-8,2,0026ab0bb80481414030b5040dbe00ea,00,26ab,0bb8,0481,25.59 %,45.133783237193015,5.700488770066353,00ea
5036,2015-07-08 13:42:09,867.5,5,LoRa,125,SF10,4/5,on,-121,-13,2,0026aa0bbe0486404030c1040dc300e5,00,26aa,0bbe,0486,25.2 %,45.13391198324108,5.700596058439738,00e5
5035,2015-07-08 13:42:09,867.9,7,LoRa,125,SF11,4/5,on,-124,-16,2,0026a90bbe048a424030c1040dc300e5,00,26a9,0bbe,048a,25.98 %,45.13391198324108,5.700596058439738,00e5
5014,2015-07-08 13:41:50,868.1,0,LoRa,125,SF11,4/5,on,-124,-12,2,0026aa0bca047d424030db040dc800e2,00,26aa,0bca,047d,25.98 %,45.13419093301188,5.700703346813124,00e2
5006,2015-07-08 13:41:42,868.3,1,LoRa,125,SF12,4/5,on,-121,-17.5,2,0026ab0bd10477424030e2040dc700e1,00,26ab,0bd1,0477,25.98 %,45.13426603487325,5.700681889138447,00e1
5000,2015-07-08 13:41:37,867.3,4,LoRa,125,SF11,4/5,on,-120,-10,2,0026a90bd1047f3f4030e2040dc700e1,00,26a9,0bd1,047f,24.8 %,45.13426603487325,5.700681889138447,00e1
4999,2015-07-08 13:41:36,867.9,7,LoRa,125,SF12,4/5,on,-123,-12.2,2,0026aa0bd7047e3f4030e2040dc700e1,00,26aa,0bd7,047e,24.8 %,45.13426603487325,5.700681889138447,00e1
4994,2015-07-08 13:41:32,868.1,0,LoRa,125,SF10,4/5,on,-122,-13.2,2,0026aa0bca047f3f4030e1040dc700e2,00,26aa,0bca,047f,24.8 %,45.13425530603591,5.700681889138447,00e2
4993,2015-07-08 13:41:31,868.5,2,LoRa,125,SF11,4/5,on,-121,-10.5,2,0026aa0bd10479414030e1040dc700e2,00,26aa,0bd1,0479,25.59 %,45.13425530603591,5.700681889138447,00e2
4992,2015-07-08 13:41:29,867.5,5,LoRa,125,SF12,4/5,on,-121,-14.8,2,0026ad0bd70477414030e1040dc700e2,00,26ad,0bd7,0477,25.59 %,45.13425530603591,5.700681889138447,00e2
4986,2015-07-08 13:41:24,868.1,0,LoRa,125,SF11,4/5,on,-121,-15.5,2,0026aa0bca04833e4030e1040dc700e2,00,26aa,0bca,0483,24.41 %,45.13425530603591,5.700681889138447,00e2
4968,2015-07-08 13:41:07,867.3,4,LoRa,125,SF8,4/5,on,-122,-9,2,0026a70bca0477424030f9040dc800e3,00,26a7,0bca,0477,25.98 %,45.134512798132036,5.700703346813124,00e3
4960,2015-07-08 13:41:01,867.5,5,LoRa,125,SF9,4/5,on,-121,-13.5,2,0026ab0bc4047441403106040dca00e2,00,26ab,0bc4,0474,25.59 %,45.13465227301744,5.700746262162478,00e2
4945,2015-07-08 13:40:47,867.1,3,LoRa,125,SF10,4/5,on,-122,-11.8,2,0026ac0bbe047c41403112040dcb00e3,00,26ac,0bbe,047c,25.59 %,45.1347810190655,5.700767719837155,00e3
4939,2015-07-08 13:40:42,867.9,7,LoRa,125,SF9,4/5,on,-124,-11,2,0026ab0bb8047e42403112040dcb00e3,00,26ab,0bb8,047e,25.98 %,45.1347810190655,5.700767719837155,00e3
4938,2015-07-08 13:40:41,868.3,1,LoRa,125,SF10,4/5,on,-122,-12.2,2,0026aa0bb8047f40403121040dcb00e6,00,26aa,0bb8,047f,25.2 %,45.13494195162558,5.700767719837155,00e6
4937,2015-07-08 13:40:40,867.1,3,LoRa,125,SF11,4/5,on,-121,-11.8,2,0026aa0bb8048341403121040dcb00e6,00,26aa,0bb8,0483,25.59 %,45.13494195162558,5.700767719837155,00e6
4936,2015-07-08 13:40:39,867.5,5,LoRa,125,SF12,4/5,on,-121,-12,2,0026a90bb8047740403121040dcb00e6,00,26a9,0bb8,0477,25.2 %,45.13494195162558,5.700767719837155,00e6
4867,2015-07-08 13:39:37,867.7,6,LoRa,125,SF11,4/5,on,-122,-13.2,2,0026ab0b98047d3f40316b040ddc00f3,00,26ab,0b98,047d,24.8 %,45.13573588558863,5.701132500306666,00f3
4863,2015-07-08 13:39:33,867.7,6,LoRa,125,SF8,4/5,on,-122,-9.5,2,0026ab0b92047a3f40316b040ddc00f3,00,26ab,0b92,047a,24.8 %,45.13573588558863,5.701132500306666,00f3
4859,2015-07-08 13:39:29,867.9,7,LoRa,125,SF12,4/5,on,-120,-8.2,2,0026ab0b98047b3f403178040ddd00f6,00,26ab,0b98,047b,24.8 %,45.13587536047403,5.701153957981343,00f6
4748,2015-07-08 13:37:50,867.3,4,LoRa,125,SF11,4/5,on,-121,-15.2,2,0026ab0bb10474404031f4040df500e4,00,26ab,0bb1,0474,25.2 %,45.13720573630401,5.701668942173593,00e4
4747,2015-07-08 13:37:48,867.7,6,LoRa,125,SF12,4/5,on,-122,-12.5,2,0026af0bbe04653e4031f4040df500e4,00,26af,0bbe,0465,24.41 %,45.13720573630401,5.701668942173593,00e4
4712,2015-07-08 13:37:17,867.3,4,LoRa,125,SF12,4/5,on,-122,-16.2,2,0026ad0bb104633f40321c040dfb00e8,00,26ad,0bb1,0463,24.8 %,45.13763488979755,5.701797688221656,00e8
4684,2015-07-08 13:36:51,867.5,5,LoRa,125,SF12,4/5,on,-121,-16.5,2,0026ad0bab046241403241040e0200ef,00,26ad,0bab,0462,25.59 %,45.13803185677908,5.701947891944395,00ef
4678,2015-07-08 13:36:46,868.1,0,LoRa,125,SF11,4/5,on,-117,-8.2,2,0026ac0ba5046542403241040e0200ef,00,26ac,0ba5,0465,25.98 %,45.13803185677908,5.701947891944395,00ef
4677,2015-07-08 13:36:45,868.5,2,LoRa,125,SF12,4/5,on,-120,-11.8,2,0026ab0ba504833f403241040e0200ef,00,26ab,0ba5,0483,24.8 %,45.13803185677908,5.701947891944395,00ef
4665,2015-07-08 13:36:35,867.1,3,LoRa,125,SF10,4/5,on,-121,-12,2,0026ae0b9f04664140324f040e0400f2,00,26ae,0b9f,0466,25.59 %,45.13818206050182,5.7019908072937495,00f2
4663,2015-07-08 13:36:32,867.7,6,LoRa,125,SF12,4/5,on,-120,-7.8,2,0026ad0ba504704240324f040e0300f3,00,26ad,0ba5,0470,25.98 %,45.13818206050182,5.701969349619072,00f3
4657,2015-07-08 13:36:27,867.1,3,LoRa,125,SF11,4/5,on,-122,-12.5,2,0026ac0ba504884240324f040e0300f3,00,26ac,0ba5,0488,25.98 %,45.13818206050182,5.701969349619072,00f3
4656,2015-07-08 13:36:26,867.5,5,LoRa,125,SF12,4/5,on,-119,-14.8,2,0026ad0bab046e4240324f040e0300f3,00,26ad,0bab,046e,25.98 %,45.13818206050182,5.701969349619072,00f3
4650,2015-07-08 13:36:21,868.3,1,LoRa,125,SF11,4/5,on,-121,-11.2,2,0026ad0b9804673f40324f040e0400f4,00,26ad,0b98,0467,24.8 %,45.13818206050182,5.7019908072937495,00f4
4645,2015-07-08 13:36:16,868.5,2,LoRa,125,SF9,4/5,on,-120,-11,2,0026aa0b9204864140324f040e0400f4,00,26aa,0b92,0486,25.59 %,45.13818206050182,5.7019908072937495,00f4
4631,2015-07-08 13:36:04,867.9,7,LoRa,125,SF9,4/5,on,-122,-11.5,2,0026ac0b8c046443403254040e0500f7,00,26ac,0b8c,0464,26.38 %,45.13823570468851,5.702012264968427,00f7
4629,2015-07-08 13:36:02,868.5,2,LoRa,125,SF11,4/5,on,-120,-8.5,2,0026ad0b8c046a41403262040e0700f5,00,26ad,0b8c,046a,25.59 %,45.13838590841125,5.702055180317781,00f5
4628,2015-07-08 13:36:01,867.3,4,LoRa,125,SF12,4/5,on,-120,-11.5,2,0026ad0b92048740403262040e0700f5,00,26ad,0b92,0487,25.2 %,45.13838590841125,5.702055180317781,00f5
4567,2015-07-08 13:35:06,867.7,6,LoRa,125,SF10,4/5,on,-121,-8.2,2,0026b10b9f04523e40329b040e1300e0,00,26b1,0b9f,0452,24.41 %,45.13899745213955,5.702312672413906,00e0
4537,2015-07-08 13:34:39,867.1,3,LoRa,125,SF12,4/5,on,-124,-17.2,2,0026b20b9f0468414032c0040e1800da,00,26b2,0b9f,0468,25.59 %,45.139394419121075,5.702419960787291,00da
4517,2015-07-08 13:34:21,868.5,2,LoRa,125,SF11,4/5,on,-122,-16.2,2,0026b10b98044e424032d4040e1b00d0,00,26b1,0b98,044e,25.98 %,45.139608995867846,5.702484333811323,00d0
4516,2015-07-08 13:34:20,867.3,4,LoRa,125,SF12,4/5,on,-121,-12.8,2,0026b10b9f0446414032d4040e1b00d0,00,26b1,0b9f,0446,25.59 %,45.139608995867846,5.702484333811323,00d0
4474,2015-07-08 13:33:42,868.3,1,LoRa,125,SF12,4/5,on,-120,-12.2,2,0026b10bb104513f403303040e2100d3,00,26b1,0bb1,0451,24.8 %,45.14011325122276,5.702613079859385,00d3
4469,2015-07-08 13:33:38,867.1,3,LoRa,125,SF10,4/5,on,-121,-9.8,2,0026b10bab044a41403303040e2100d3,00,26b1,0bab,044a,25.59 %,45.14011325122276,5.702613079859385,00d3
4467,2015-07-08 13:33:35,867.9,7,LoRa,125,SF12,4/5,on,-122,-8,2,0026b00bab044c40403303040e2100d3,00,26b0,0bab,044c,25.2 %,45.14011325122276,5.702613079859385,00d3
4461,2015-07-08 13:33:30,867.25,3,LoRa,125,SF11,4/5,on,-122,-12,2,0026b10ba5045041403314040e2300d3,00,26b1,0ba5,0450,25.59 %,45.14029564145751,5.7026559952087394,00d3
4453,2015-07-08 13:33:23,867.1,3,LoRa,125,SF12,4/5,on,-124,-8.5,2,0026b20ba5043f4140331f040e2600d4,00,26b2,0ba5,043f,25.59 %,45.14041365866824,5.702720368232771,00d4
4397,2015-07-08 13:32:32,867.1,3,LoRa,125,SF12,4/5,on,-121,-15.8,2,0026b30b8c04314140335b040e2f00c8,00,26b3,0b8c,0431,25.59 %,45.14105738890855,5.702913487304865,00c8
4328,2015-07-08 13:31:30,867.5,5,LoRa,125,SF11,4/5,on,-121,-15.2,2,0026b40b6d042e414033a8040e3d00d0,00,26b4,0b6d,042e,25.59 %,45.14188350938362,5.703213894750344,00d0
4299,2015-07-08 13:31:04,867.7,6,LoRa,125,SF12,4/5,on,-121,-12,2,0026b40b5a042d3e4033c3040e4300d9,00,26b4,0b5a,042d,24.41 %,45.14217318799176,5.7033426407984065,00d9
4266,2015-07-08 13:30:34,868.1,0,LoRa,125,SF10,4/5,on,-124,-12.8,2,0026b30b410436414033ea040e4800e4,00,26b3,0b41,0436,25.59 %,45.14259161264796,5.703449929171792,00e4
4182,2015-07-08 13:29:18,868.3,1,LoRa,125,SF10,4/5,on,-121,-10.8,2,0026af0b0204404140344f040e5700f4,00,26af,0b02,0440,25.59 %,45.143675225219155,5.703771794291948,00f4
3949,2015-07-08 13:25:48,867.1,3,LoRa,125,SF12,4/5,on,-122,-10.5,2,0026b60b5404194140354b040e8200eb,00,26b6,0b54,0419,25.59 %,45.14637889222847,5.704694474303063,00eb
3944,2015-07-08 13:25:44,867.5,5,LoRa,125,SF10,4/5,on,-120,-9.5,2,0026b60b5404164040354b040e8200eb,00,26b6,0b54,0416,25.2 %,45.14637889222847,5.704694474303063,00eb
3936,2015-07-08 13:25:36,867.3,4,LoRa,125,SF11,4/5,on,-121,-16.8,2,0026b60b4704223e403556040e8500e8,00,26b6,0b47,0422,24.41 %,45.14649690943919,5.704758847327095,00e8
3909,2015-07-08 13:25:12,867.1,3,LoRa,125,SF10,4/5,on,-122,-10.2,2,0026b80b73040d3f40356c040e8b00e8,00,26b8,0b73,040d,24.8 %,45.14673294386064,5.704887593375157,00e8
3908,2015-07-08 13:25:11,867.5,5,LoRa,125,SF11,4/5,on,-120,-11,2,0026b80b7304073e40357c040e8c00e3,00,26b8,0b73,0407,24.41 %,45.14690460525806,5.704909051049834,00e3
3907,2015-07-08 13:25:10,867.9,7,LoRa,125,SF12,4/5,on,-124,-10.2,2,0026b90b73040c3e40357c040e8c00e3,00,26b9,0b73,040c,24.41 %,45.14690460525806,5.704909051049834,00e3
3902,2015-07-08 13:25:06,868.1,0,LoRa,125,SF10,4/5,on,-122,-10.5,2,0026b80b79040c4040357c040e8c00e3,00,26b8,0b79,040c,25.2 %,45.14690460525806,5.704909051049834,00e3
3901,2015-07-08 13:25:05,868.5,2,LoRa,125,SF11,4/5,on,-118,-13.8,2,0026b80b73040c3f40357c040e8c00e3,00,26b8,0b73,040c,24.8 %,45.14690460525806,5.704909051049834,00e3
3775,2015-07-08 13:23:11,867.7,6,LoRa,125,SF11,4/5,on,-121,-14.5,2,0026b70b34040c4040360d040ea400e7,00,26b7,0b34,040c,25.2 %,45.14846028667215,5.705424035242085,00e7
3760,2015-07-08 13:22:57,867.3,4,LoRa,125,SF12,4/5,on,-121,-15,2,0026b80b1b041b3f403614040ea600e4,00,26b8,0b1b,041b,24.8 %,45.14853538853352,5.705466950591439,00e4
3746,2015-07-08 13:22:44,868.3,1,LoRa,125,SF12,4/5,on,-120,-5.8,2,0026b80b15040e4140361a040ea700e1,00,26b8,0b15,040e,25.59 %,45.14859976155755,5.705488408266116,00e1
3711,2015-07-08 13:22:13,867.7,6,LoRa,125,SF12,4/5,on,-121,-17.2,2,0026b80b22040c40403651040eb200e4,00,26b8,0b22,040c,25.2 %,45.14918984761117,5.705724442687564,00e4
3677,2015-07-08 13:21:43,867.1,3,LoRa,125,SF11,4/5,on,-121,-10.8,2,0026b70b15041342403665040eb200e7,00,26b7,0b15,0413,25.98 %,45.14940442435794,5.705724442687564,00e7
3676,2015-07-08 13:21:41,867.5,5,LoRa,125,SF12,4/5,on,-120,-12.5,2,0026b70b22041740403673040eb100e8,00,26b7,0b22,0417,25.2 %,45.14955462808068,5.705702985012887,00e8
3672,2015-07-08 13:21:38,867.3,4,LoRa,125,SF9,4/5,on,-122,-8.8,2,0026b50b1b041a40403673040eb100e8,00,26b5,0b1b,041a,25.2 %,45.14955462808068,5.705702985012887,00e8
3670,2015-07-08 13:21:36,868.3,1,LoRa,125,SF11,4/5,on,-121,-9.2,2,0026b60b1b041d41403673040eb100e8,00,26b6,0b1b,041d,25.59 %,45.14955462808068,5.705702985012887,00e8
3669,2015-07-08 13:21:35,867.9,3,LoRa,125,SF12,4/5,on,-122,-10.2,2,0026b70b22041b3f403673040eb100e8,00,26b7,0b22,041b,24.8 %,45.14955462808068,5.705702985012887,00e8
3622,2015-07-08 13:20:53,868.1,0,LoRa,125,SF10,4/5,on,-121,-12.2,2,0026b80b1b0409404036a5040ebe00ee,00,26b8,0b1b,0409,25.2 %,45.15009106994761,5.705981934783689,00ee
3616,2015-07-08 13:20:47,867.5,5,LoRa,125,SF9,4/5,on,-122,-9.8,2,0026b80b0f040e424036af040ec100f4,00,26b8,0b0f,040e,25.98 %,45.15019835832099,5.70604630780772,00f4
3599,2015-07-08 13:20:32,867.7,6,LoRa,125,SF12,4/5,on,-120,-15,2,0026b70b020405414036cb040ec600f6,00,26b7,0b02,0405,25.59 %,45.15049876576647,5.706153596181106,00f6
3582,2015-07-08 13:20:16,868.1,0,LoRa,125,SF8,4/5,on,-122,-8.5,2,0026b80af0040b404036d9040ec800f9,00,26b8,0af0,040b,25.2 %,45.15064896948921,5.70619651153046,00f9
3580,2015-07-08 13:20:15,867.3,4,LoRa,125,SF10,4/5,on,-121,-9,2,0026b90af60406414036d9040ec800f9,00,26b9,0af6,0406,25.59 %,45.15064896948921,5.70619651153046,00f9
3572,2015-07-08 13:20:08,867.5,5,LoRa,125,SF11,4/5,on,-120,-12.5,2,0026b90afc040c3f4036e7040ecc00fb,00,26b9,0afc,040c,24.8 %,45.15079917321195,5.706282342229168,00fb
3564,2015-07-08 13:20:00,867.3,4,LoRa,125,SF12,4/5,on,-122,-14.2,2,0026b90af6040d424036f3040ece00ff,00,26b9,0af6,040d,25.98 %,45.15092791926001,5.706325257578523,00ff
3544,2015-07-08 13:19:42,867.3,4,LoRa,125,SF11,4/5,on,-122,-14.8,2,0026b80ae9040741403701040ece0100,00,26b8,0ae9,0407,25.59 %,45.15107812298275,5.706325257578523,0100
3523,2015-07-08 13:19:24,867.7,6,LoRa,125,SF11,4/5,on,-121,-14,2,0026b90af004033e403714040ed000fa,00,26b9,0af0,0403,24.41 %,45.151281970892185,5.706368172927877,00fa
3522,2015-07-08 13:19:22,868.1,0,LoRa,125,SF12,4/5,on,-124,-10,2,0026b90af604023f403721040ed700f5,00,26b9,0af6,0402,24.8 %,45.151421445777586,5.7065183766506165,00f5
3516,2015-07-08 13:19:17,867.5,5,LoRa,125,SF11,4/5,on,-121,-11.5,2,0026b80ae9042541403721040ed700f5,00,26b8,0ae9,0425,25.59 %,45.151421445777586,5.7065183766506165,00f5
3508,2015-07-08 13:19:10,867.3,4,LoRa,125,SF12,4/5,on,-122,-11.8,2,0026bc0b0903ee42403721040ed700f5,00,26bc,0b09,03ee,25.98 %,45.151421445777586,5.7065183766506165,00f5
3487,2015-07-08 13:18:51,867.9,7,LoRa,125,SF12,4/5,on,-122,-12.8,2,0026bc0b2803e840403721040ed700f5,00,26bc,0b28,03e8,25.2 %,45.151421445777586,5.7065183766506165,00f5
3482,2015-07-08 13:18:46,868.1,0,LoRa,125,SF10,4/5,on,-124,-10,2,0026bd0b1b03eb41403721040ed700f5,00,26bd,0b1b,03eb,25.59 %,45.151421445777586,5.7065183766506165,00f5
3481,2015-07-08 13:18:46,867.1,3,LoRa,125,SF11,4/5,on,-121,-11.2,2,0026bc0b1b03e640403721040ed700f5,00,26bc,0b1b,03e6,25.2 %,45.151421445777586,5.7065183766506165,00f5
3476,2015-07-08 13:18:41,867.5,5,LoRa,125,SF9,4/5,on,-122,-12.5,2,0026bb0b2203e73f403721040ed700f5,00,26bb,0b22,03e7,24.8 %,45.151421445777586,5.7065183766506165,00f5
3474,2015-07-08 13:18:39,868.1,0,LoRa,125,SF11,4/5,on,-122,-13,2,0026bb0b2203ed3f403721040ed700f5,00,26bb,0b22,03ed,24.8 %,45.151421445777586,5.7065183766506165,00f5
3473,2015-07-08 13:18:38,867.1,3,LoRa,125,SF12,4/5,on,-125,-14,2,0026bc0b2e03ee41403721040ed700f5,00,26bc,0b2e,03ee,25.59 %,45.151421445777586,5.7065183766506165,00f5
3468,2015-07-08 13:18:34,867.3,4,LoRa,125,SF10,4/5,on,-122,-12.8,2,0026bc0b2e03ed42403721040ed700f5,00,26bc,0b2e,03ed,25.98 %,45.151421445777586,5.7065183766506165,00f5
3461,2015-07-08 13:18:28,868.5,2,LoRa,125,SF10,4/5,on,-122,-12,2,0026bb0b2803f83f403721040ed700f5,00,26bb,0b28,03f8,24.8 %,45.151421445777586,5.7065183766506165,00f5
3460,2015-07-08 13:18:27,867.3,4,LoRa,125,SF11,4/5,on,-122,-10.8,2,0026bb0b2203f73f403721040ed700f5,00,26bb,0b22,03f7,24.8 %,45.151421445777586,5.7065183766506165,00f5
3459,2015-07-08 13:18:25,867.9,7,LoRa,125,SF12,4/5,on,-121,-12.8,2,0026bb0b2803f042403721040ed700f5,00,26bb,0b28,03f0,25.98 %,45.151421445777586,5.7065183766506165,00f5
3453,2015-07-08 13:18:20,867.1,3,LoRa,125,SF11,4/5,on,-122,-9,2,0026bc0b1b03fa41403721040ed700f5,00,26bc,0b1b,03fa,25.59 %,45.151421445777586,5.7065183766506165,00f5
3445,2015-07-08 13:18:13,867.1,3,LoRa,125,SF12,4/5,on,-122,-11.8,2,0026bb0b3403f73f403721040ed700f4,00,26bb,0b34,03f7,24.8 %,45.151421445777586,5.7065183766506165,00f4
3440,2015-07-08 13:18:09,867.5,5,LoRa,125,SF10,4/5,on,-118,-11.5,2,0026bb0b3b03f53e403721040ed700f4,00,26bb,0b3b,03f5,24.41 %,45.151421445777586,5.7065183766506165,00f4
3439,2015-07-08 13:18:08,867.9,7,LoRa,125,SF11,4/5,on,-119,-10.2,2,0026bb0b3403f642403721040ed700f4,00,26bb,0b34,03f6,25.98 %,45.151421445777586,5.7065183766506165,00f4
3435,2015-07-08 13:18:03,867.9,7,LoRa,125,SF8,4/5,on,-121,-9,2,0026bc0b3403f63f403721040ed700f4,00,26bc,0b34,03f6,24.8 %,45.151421445777586,5.7065183766506165,00f4
3433,2015-07-08 13:18:02,867.1,3,LoRa,125,SF10,4/5,on,-121,-12.2,2,0026bb0b3403f540403721040ed700f4,00,26bb,0b34,03f5,25.2 %,45.151421445777586,5.7065183766506165,00f4
3432,2015-07-08 13:18:01,867.5,5,LoRa,125,SF11,4/5,on,-118,-14.8,2,0026bb0b3403f341403722040ed700f4,00,26bb,0b34,03f3,25.59 %,45.151432174614925,5.7065183766506165,00f4
3431,2015-07-08 13:18:00,867.7,6,LoRa,125,SF12,4/5,on,-122,-10,2,0026bd0b4103e940403722040ed700f4,00,26bd,0b41,03e9,25.2 %,45.151432174614925,5.7065183766506165,00f4
3427,2015-07-08 13:17:57,867.9,7,LoRa,125,SF9,4/5,on,-124,-8.8,2,0026bb0b3b03f73f403722040ed700f4,00,26bb,0b3b,03f7,24.8 %,45.151432174614925,5.7065183766506165,00f4
3424,2015-07-08 13:17:54,867.5,5,LoRa,125,SF12,4/5,on,-118,-16.2,2,0026bc0b4d03ed40403722040ed700f4,00,26bc,0b4d,03ed,25.2 %,45.151432174614925,5.7065183766506165,00f4
3412,2015-07-08 13:17:43,867.5,5,LoRa,125,SF10,4/5,on,-121,-15,2,0026bb0b4703f340403725040ed800f4,00,26bb,0b47,03f3,25.2 %,45.15146436112694,5.7065398343252935,00f4
3397,2015-07-08 13:17:30,867.25,3,LoRa,125,SF11,4/5,on,-122,-14.8,2,0026bb0b4703eb41403728040ed900f4,00,26bb,0b47,03eb,25.59 %,45.151496547638956,5.706561291999971,00f4
3396,2015-07-08 13:17:28,867.3,4,LoRa,125,SF12,4/5,on,-121,-13.2,2,0026bc0b4d03ee42403728040ed900f4,00,26bc,0b4d,03ee,25.98 %,45.151496547638956,5.706561291999971,00f4
3389,2015-07-08 13:17:22,868.5,2,LoRa,125,SF12,4/5,on,-120,-13.8,2,0026bc0b5a03fc41403729040eda00f3,00,26bc,0b5a,03fc,25.59 %,45.151507276476295,5.706582749674648,00f3
3382,2015-07-08 13:17:16,868.3,1,LoRa,125,SF12,4/5,on,-121,-12.5,2,0026bb0b6003f43f403729040eda00f3,00,26bb,0b60,03f4,24.8 %,45.151507276476295,5.706582749674648,00f3
3362,2015-07-08 13:16:58,868.1,0,LoRa,125,SF11,4/5,on,-124,-11.8,2,0026bc0b5403eb40403729040ed900f3,00,26bc,0b54,03eb,25.2 %,45.151507276476295,5.706561291999971,00f3
3361,2015-07-08 13:16:57,867.1,3,LoRa,125,SF12,4/5,on,-123,-15.5,2,0026bc0b5a03ea40403729040ed900f3,00,26bc,0b5a,03ea,25.2 %,45.151507276476295,5.706561291999971,00f3
3355,2015-07-08 13:16:52,867.9,7,LoRa,125,SF11,4/5,on,-122,-11.8,2,0026bc0b5a03f64140372a040ed900f3,00,26bc,0b5a,03f6,25.59 %,45.15151800531363,5.706561291999971,00f3
3354,2015-07-08 13:16:51,868.3,1,LoRa,125,SF12,4/5,on,-118,-17.5,2,0026bc0b6d03ed4040372a040ed900f3,00,26bc,0b6d,03ed,25.2 %,45.15151800531363,5.706561291999971,00f3
3326,2015-07-08 13:16:25,868.1,0,LoRa,125,SF12,4/5,on,-122,-17.5,2,0026bd0b8603e74140372a040ed900f2,00,26bd,0b86,03e7,25.59 %,45.15151800531363,5.706561291999971,00f2
3320,2015-07-08 13:16:20,867.3,4,LoRa,125,SF11,4/5,on,-122,-17.2,2,0026bc0b7f03ed3f403729040ed900f2,00,26bc,0b7f,03ed,24.8 %,45.151507276476295,5.706561291999971,00f2
3315,2015-07-08 13:16:15,867.7,6,LoRa,125,SF9,4/5,on,-122,-8,2,0026bc0b7f03ee40403729040ed900f2,00,26bc,0b7f,03ee,25.2 %,45.151507276476295,5.706561291999971,00f2
3313,2015-07-08 13:16:14,868.5,2,LoRa,125,SF11,4/5,on,-122,-10,2,0026bb0b7903f03f403729040ed900f2,00,26bb,0b79,03f0,24.8 %,45.151507276476295,5.706561291999971,00f2
3299,2015-07-08 13:16:01,867.9,7,LoRa,125,SF11,4/5,on,-122,-12.5,2,0026bb0b7903eb3e403731040ed900ec,00,26bb,0b79,03eb,24.41 %,45.151593107175,5.706561291999971,00ec
3291,2015-07-08 13:15:54,867.7,6,LoRa,125,SF12,4/5,on,-121,-14.2,2,0026bd0b9803ec40403731040ed900ec,00,26bd,0b98,03ec,25.2 %,45.151593107175,5.706561291999971,00ec
3285,2015-07-08 13:15:49,867.1,3,LoRa,125,SF11,4/5,on,-121,-12.2,2,0026bc0ba503e94040373b040edc00e6,00,26bc,0ba5,03e9,25.2 %,45.15170039554839,5.706625665024002,00e6
3278,2015-07-08 13:15:42,868.3,1,LoRa,125,SF11,4/5,on,-119,-9.8,2,0026b90bd103fa3f40373b040edc00e6,00,26b9,0bd1,03fa,24.8 %,45.15170039554839,5.706625665024002,00e6
3266,2015-07-08 13:15:31,868.3,1,LoRa,125,SF9,4/5,on,-120,-11.2,2,0026b80bfc04094040374f040eda00df,00,26b8,0bfc,0409,25.2 %,45.15191497229516,5.706582749674648,00df
3026,2015-07-08 13:11:55,868.1,0,LoRa,125,SF11,4/5,on,-122,-13.8,2,0026ba0bca040541403838040f0100d1,00,26ba,0bca,0405,25.59 %,45.15441479139504,5.707419598987054,00d1
3025,2015-07-08 13:11:54,867.1,3,LoRa,125,SF12,4/5,on,-121,-13.5,2,0026bc0bca03e941403838040f0100d1,00,26bc,0bca,03e9,25.59 %,45.15441479139504,5.707419598987054,00d1
2857,2015-07-08 13:09:22,867.75,3,LoRa,125,SF12,4/5,on,-122,-16.2,2,0026be0b8c03da404038ff040f2500d7,00,26be,0b8c,03da,25.2 %,45.15654983002541,5.70819207527543,00d7
2850,2015-07-08 13:09:16,868.1,0,LoRa,125,SF12,4/5,on,-122,-14,2,0026bf0b8c03d9404038ff040f2500d7,00,26bf,0b8c,03d9,25.2 %,45.15654983002541,5.70819207527543,00d7
2843,2015-07-08 13:09:09,867.7,6,LoRa,125,SF12,4/5,on,-121,-6.5,2,0026bf0b8603da4140390b040f2700d9,00,26bf,0b86,03da,25.59 %,45.156678576073475,5.708234990624784,00d9
2836,2015-07-08 13:09:03,867.5,5,LoRa,125,SF12,4/5,on,-121,-13,2,0026bf0b8c03d341403916040f2800da,00,26bf,0b8c,03d3,25.59 %,45.1567965932842,5.708256448299461,00da
2808,2015-07-08 13:08:38,867.3,4,LoRa,125,SF12,4/5,on,-121,-15.8,2,0026bf0b7f03d54240392f040f2d00e0,00,26bf,0b7f,03d5,25.98 %,45.15706481421766,5.708363736672847,00e0
2782,2015-07-08 13:08:14,868.1,0,LoRa,125,SF10,4/5,on,-121,-11.2,2,0026be0b7903de4240394f040f3000e9,00,26be,0b79,03de,25.98 %,45.157408137012496,5.708428109696878,00e9
2739,2015-07-08 13:07:36,867.7,6,LoRa,125,SF11,4/5,on,-121,-11.8,2,0026be0b6603d341403986040f3d00ef,00,26be,0b66,03d3,25.59 %,45.157998223066116,5.70870705946768,00ef
2703,2015-07-08 13:07:03,867.9,7,LoRa,125,SF12,4/5,on,-124,-13.5,2,0026be0b3403e93e4039aa040f4500e8,00,26be,0b34,03e9,24.41 %,45.158384461210304,5.708878720865097,00e8
2696,2015-07-08 13:06:57,867.3,4,LoRa,125,SF12,4/5,on,-122,-10,2,0026bf0b4d03cf424039aa040f4500e8,00,26bf,0b4d,03cf,25.98 %,45.158384461210304,5.708878720865097,00e8
